Date,Open,High,Low,Close,Adj Close,Volume,Country/ Region
2/7/20,23899.00977,23943.44922,23759.41992,23827.98047,23827.98047,65400,Japan
2/10/20,23631.78906,23788.25,23621.7207,23685.98047,23685.98047,56500,Japan
2/12/20,23741.21094,23869.73047,23693.7207,23861.21094,23861.21094,74600,Japan
2/13/20,23849.75977,23908.84961,23784.31055,23827.73047,23827.73047,64500,Japan
2/14/20,23714.51953,23738.41992,23603.48047,23687.58984,23687.58984,69100,Japan
2/17/20,23489.7793,23561.98047,23335.99023,23523.24023,23523.24023,54000,Japan
2/18/20,23398.57031,23402.00977,23133.59961,23193.80078,23193.80078,59500,Japan
2/19/20,23329.33008,23468.56055,23234.96094,23400.69922,23400.69922,61600,Japan
2/20/20,23666.58008,23806.56055,23426.41992,23479.15039,23479.15039,63300,Japan
2/21/20,23427.76953,23588.55078,23378.33008,23386.74023,23386.74023,62100,Japan
2/25/20,22949.36914,22950.23047,22335.21094,22605.41016,22605.41016,105800,Japan
2/26/20,22374.14063,22456.55078,22127.41992,22426.18945,22426.18945,99300,Japan
2/27/20,22255.83008,22272.25977,21844.28906,21948.23047,21948.23047,106200,Japan
2/28/20,21518.00977,21528.13086,20916.40039,21142.96094,21142.96094,148500,Japan
3/2/20,20849.78906,21593.10938,20834.28906,21344.08008,21344.08008,123700,Japan
3/3/20,21651.99023,21719.7793,21082.73047,21082.73047,21082.73047,105300,Japan
3/4/20,20897.19922,21245.92969,20862.05078,21100.06055,21100.06055,94600,Japan
3/5/20,21399.86914,21399.86914,21220.75977,21329.11914,21329.11914,85700,Japan
3/6/20,21009.80078,21061.19922,20613.91016,20749.75,20749.75,111700,Japan
3/9/20,20343.31055,20347.18945,19472.25977,19698.75977,19698.75977,170300,Japan
3/10/20,19474.89063,19970.34961,18891.76953,19867.11914,19867.11914,164700,Japan
3/11/20,19758.25977,19974.83008,19392.25,19416.06055,19416.06055,129200,Japan
3/12/20,19064.50977,19142.17969,18339.26953,18559.63086,18559.63086,164600,Japan
3/13/20,18183.4707,18184.46094,16690.59961,17431.05078,17431.05078,233400,Japan
3/16/20,17586.08008,17785.75977,16914.44922,17002.03906,17002.03906,158100,Japan
3/17/20,16726.94922,17557.03906,16378.94043,17011.5293,17011.5293,198800,Japan
3/18/20,17154.08008,17396.83984,16698.46094,16726.55078,16726.55078,177200,Japan
3/19/20,16995.76953,17160.9707,16358.19043,16552.83008,16552.83008,198900,Japan
3/23/20,16570.57031,17049.0293,16480.94922,16887.7793,16887.7793,170300,Japan
3/24/20,17206.88086,18100.39063,17197.14063,18092.34961,18092.34961,147300,Japan
3/25/20,18446.80078,19564.38086,18446.80078,19546.63086,19546.63086,147700,Japan
3/26/20,19234.76953,19240.28906,18512.81055,18664.59961,18664.59961,128100,Japan
3/27/20,19021.9707,19389.42969,18832.21094,19389.42969,19389.42969,148900,Japan
3/30/20,18884.07031,19084.9707,18578.19922,19084.9707,19084.9707,121000,Japan
3/31/20,19181.90039,19336.18945,18834.16016,18917.00977,18917.00977,122200,Japan
4/1/20,18686.11914,18784.25,17871.61914,18065.41016,18065.41016,105800,Japan
4/2/20,17934.41992,18132.03906,17707.66016,17818.7207,17818.7207,107300,Japan
4/3/20,17951.43945,18059.15039,17646.5,17820.18945,17820.18945,96000,Japan
